filename,cmodels,pid,parent,sequence,Identifier,Child,Directory,FileName,FileCount,SpecialType,Title,Parent Item Title,Identifier (Item Number),Photographer,Date Created,Subject - Topic,Subject - Geographic,Subject - Temporal,Subject - Name [personal],Subject - Name [corporate],Subject - Name [family],Abstract (Description),Biographical Information,Note,Type of Resource,Internet Media Type,Form,Medium,Extent,Source,Digital Collection,Relation,Repository Collection,Repository Collection Guide,Arrangement (Record Group),Arrangement (Series),Arrangement (Subseries),Arrangement (Box),Arrangement (Folder),Location (Physical Location),Location (Institution Web Site),Location (OCLC Member Symbol),Location (Sublocation),Location (Shelving Location),Rights,Contact Information,Preferred Citation,Digitization Date,Digitized By,Digital Reproduction Information,Record Creation Date,Cataloged By
,,,,,501,,,A5000B021F019P004.jp2,1,,LSU defensive tackle Remi Prudhomme,,A5000B021F019P004,,Circa 1964,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen sixties,"Prudhomme, Remi--Photographs",Louisiana State University and Agricultural and Mechanical College--Football--Photographs; LSU Tigers (Football team)--Photographs,,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 19,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 19","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",,,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/1/2019,en
,,,,,502,,,A5000B021F019P005.jp2,1,,LSU tight end Doug Moreau ,,A5000B021F019P005,,Circa 1965,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen sixties,"Moreau, Doug--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 19,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 19","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/1/2019,en
,,,,,503,,,A5000B021F019P006.jp2,1,,LSU defensive tackle George Rice,,A5000B021F019P006,,1963-1965,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen sixties,"Rice, George, 1944-2010--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 19,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 19","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",,,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/1/2019,en
,,,,,504,,,A5000B021F019P007.jp2,1,,LSU defensive end John Garlington,,A5000B021F019P007,,1965-1967,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen sixties,"Garlington, John, 1946-2000--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 19,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 19","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",,,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/1/2019,en
,,,,,505,,,A5000B021F019P008.jp2,1,,LSU fullback and linebacker George Bevan,,A5000B021F019P008,,1967-1969,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen sixties,"Bevan, George--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,"Typed on front: Fullback-linebacker, George Bevan, LSU.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 19,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 19","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",,,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,506,,,A5000B021F019P009.jp2,1,,LSU defensive back Tommy Casanova,,A5000B021F019P009,,1969-1971,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Twentieth century,"Casanova, Tommy--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 19,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 19","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,507,,,A5000B021F020P001.jp2,1,,LSU linebacker Mike Anderson,,A5000B021F020P001,,1967-1970,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen sixties,"Anderson, Mike, 1949- --Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 20,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 20","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,508,,,A5000B021F020P002.jp2,1,,LSU defensive lineman Ronnie Estay ,,A5000B021F020P002,,[1971],Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen seventies,"Estay, Ronnie--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 20,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 20","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,509,,,A5000B021F020P003.jp2,1,,LSU quarterback Bert Jones,,A5000B021F020P003,,1972,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen seventies,"Jones, Bert, 1951- --Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 20,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 20","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,510,,,A5000B021F020P004.jp2,1,,LSU linebacker Warren Capone,,A5000B021F020P004,,1971-1973,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen seventies,"Capone, Warren--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 20,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 20","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,511,,,A5000B021F020P005.jp2,1,,LSU football player Tyler LaFauci,,A5000B021F020P005,,1971-1973,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen seventies,"Lafauci, Tyler--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 20,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 20","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,512,,,A5000B021F020P006.jp2,1,,LSU cornerback Mike Williams,,A5000B021F020P006,,1972-1974,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen seventies,"Williams, Mike (Cornerback)--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,"Typed on Front: LSU : Mike Williams, CB; Mike Williams, S.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 20,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 20","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,513,,,A5000B021F020P007.jp2,1,,LSU running back Charles Alexander ,,A5000B021F020P007,,1977-1978,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen seventies,"Alexander, Charles F., 1957- --Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 20,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 20","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",,,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,514,,,A5000B021F020P008.jp2,1,,LSU offensive tackle Robert Dugas,,A5000B021F020P008,,1976-1978,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen seventies,"Dugas, Robert--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 20,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 20","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",,,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,515,,,A5000B021F021P001.jp2,1,,LSU cornerback James Britt ,,A5000B021F021P001,,1978-1982,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Twentieth century,"Britt, James, 1960- --Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 21,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 21","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/2/2019,en
,,,,,516,,,A5000B021F021P002.jp2,1,,LSU linebacker Albert Richardson ,,A5000B021F021P002,,[1982],Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,"Richardson, Albert (Football player)--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,"Two photographs of LSU football player Albert Richardson. On left, action photo of Richardson during a game; on right, portrait of Richardson with caption, ""Albert Richardson, Linebacker, LSU.""",,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 21,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 21","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,517,,,A5000B021F021P003.jp2,1,,LSU wide receiver Eric Martin ,,A5000B021F021P003,,1981-1984,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,"Martin, Eric, 1961- --Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 21,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 21","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,518,,,A5000B021F021P004.jp2,1,,LSU football guard Lance Smith ,,A5000B021F021P004,,Circa 1984,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,"Smith, Lance, 1963- --Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 21,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 21","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,519,,,A5000B021F021P005.jp2,1,,LSU linebacker Michael Brooks,,A5000B021F021P005,,1984-1986,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,"Brooks, Michael, 1964- --Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 21,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 21","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,520,,,A5000B021F021P006.jp2,1,,LSU wide receiver Wendell Davis ,,A5000B021F021P006,,1985-1987,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,"Davis, Wendell, 1966- --Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 21,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 21","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,521,,,A5000B021F021P007.jp2,1,,"LSU offensive lineman Joseph ""Nacho"" Albergamo ",,A5000B021F021P007,,1984-1987,Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,"Albergamo, Joseph--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 21,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 21","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,522,,,A5000B021F021P008.jp2,1,,LSU weak safety Greg Jackson ,,A5000B021F021P008,,[1988],Football players--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,"Jackson, Greg, 1966- --Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,"Two photographs of LSU football player Greg Jackson. On left, portrait of Jackson with caption, ""Greg Jackson, LSU Weak Safety""; on right, action photo of Jackson during a game.",,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 21,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 21","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",10/26/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
